1,0,49874,37155,16133
2,200,49874,37155,16133
3,400,49874,37155,16133
4,600,49874,37155,16133
5,800,49874,37155,16133
6,1000,49874,37155,16133
7,1200,49874,37155,16134
8,1400,49874,37155,16134
9,1600,49874,37155,16134
10,1800,49874,37155,16134
11,2000,49874,37155,16134
12,2200,49874,37155,16134
13,2400,49874,37155,16134
14,2600,49874,37155,16134
15,2800,49874,37155,16134
16,3000,49874,37155,16134
17,3200,49874,37155,16134
18,3400,49874,37155,16134
19,3600,49874,37155,16134
20,3800,49874,37155,16134
21,4000,49874,37155,16134
22,4200,49874,37155,16134
23,4400,49874,37155,16134
24,4600,49874,37155,16134
25,4800,49874,37155,16134
26,5000,49874,37155,16134
27,5200,49874,37154,16134
28,5400,49874,37154,16134
29,5600,49874,37154,16134
30,5800,49874,37154,16134
31,6000,49874,37154,16134
32,6200,49874,37154,16134
33,6400,49874,37154,16134
34,6600,49874,37154,16134
35,6800,49874,37154,16134
36,7000,49874,37154,16134
37,7200,49874,37154,16134
38,7400,49874,37154,16134
39,7600,49874,37154,16134
40,7800,49874,37154,16134
41,8000,49874,37154,16134
42,8200,49874,37154,16134
43,8400,49874,37154,16134
44,8600,49874,37154,16133
45,8800,49874,37154,16133
46,9000,49874,37154,16133
47,9200,49874,37154,16133
48,9400,49874,37154,16133
49,9600,49874,37154,16133
50,9800,49874,37154,16133
51,10000,49874,37154,16133
52,10200,49874,37154,16133
53,10400,49874,37154,16133
54,10600,49874,37154,16133
55,10800,49874,37154,16133
56,11000,49874,37154,16133
57,11200,49874,37154,16133
58,11400,49874,37155,16133
59,11600,49874,37155,16133
60,11800,49874,37155,16133
61,12000,49874,37155,16133
62,12200,49874,37155,16133
63,12400,49874,37155,16133
64,12600,49874,37155,16133
65,12800,49874,37155,16133
66,13000,49874,37155,16133
67,13200,49874,37155,16133
68,13400,49874,37155,16133
69,13600,49874,37155,16133
70,13800,49874,37155,16133
71,14000,49874,37155,16133
72,14200,49874,37155,16133
73,14400,49874,37155,16133
74,14600,49874,37155,16133
75,14800,49874,37155,16133
76,15000,49874,37155,16133
77,15200,49874,37155,16133
